"","SYMBOL","ENSEMBL","ENTREZID"
"624","MAP3K14","ENSG00000006062","9020"
"625","MAP3K14","ENSG00000282637","9020"
"626","AKAP12","ENSG00000131016","9590"
"627","TPRN","ENSG00000176058","286262"
"628","NT5DC4","ENSG00000144130","284958"
"629","CLCA2","ENSG00000137975","9635"
"630","TRIM3","ENSG00000110171","10612"
"631","FEM1A","ENSG00000141965","55527"
"632","HS6ST1","ENSG00000136720","9394"
"633","DCTD","ENSG00000129187","1635"
"634","LOC101927000","ENSG00000229380","101927000"
"635","H1-7","ENSG00000187166","341567"
"636","RFLNB","ENSG00000183688","359845"
"637","RFLNB","ENSG00000283979","359845"
"638","SLC25A45","ENSG00000162241","283130"
"639","LINC02099","ENSG00000253490","101929450"
"640","MGAT4A","ENSG00000071073","11320"
"641","ZBTB7A","ENSG00000178951","51341"
"642","RAB6D","ENSG00000233087","150786"
"643","KIF23","ENSG00000137807","9493"
"644","S100A1","ENSG00000160678","6271"
"645","LINC01132","ENSG00000227630","100506810"
"646","PSG6","ENSG00000170848","5675"
"647","NR5A2","ENSG00000116833","2494"
"648","SRPX","ENSG00000101955","8406"
"649","SH3RF3","ENSG00000172985","344558"
"650","SOX7","ENSG00000171056","83595"
"651","SOX7","ENSG00000285438","83595"
"652","COMT","ENSG00000093010","1312"
"653","ZBTB42","ENSG00000179627","100128927"
"654","NECAB3","ENSG00000125967","63941"
"655","IFNA1","ENSG00000197919","3439"
"656","SNAP23","ENSG00000092531","8773"
"657","P3H1","ENSG00000117385","64175"
"658","LINC01433","ENSG00000230176","728228"
"659","ADIPOQ","ENSG00000181092","9370"
"660","TAS2R46","ENSG00000226761","259292"
"661","TAS2R46","ENSG00000262525","259292"
"662","TAS2R46","ENSG00000278111","259292"
"663","OLFML2A","ENSG00000185585","169611"
"664","LINC00452","ENSG00000229373","643365"
"665","CACNB1","ENSG00000067191","782"
"666","UBA2","ENSG00000126261","10054"
"667","OSBPL5","ENSG00000021762","114879"
"668","ACBD3","ENSG00000182827","64746"
"669","PAQR4","ENSG00000162073","124222"
"670","ERO1A","ENSG00000197930","30001"
"671","RASSF9","ENSG00000198774","9182"
"672","TAFA3","ENSG00000184599","284467"
"673","DNASE2B","ENSG00000137976","58511"
"674","NAT1","ENSG00000171428","9"
"675","ST6GALNAC2","ENSG00000070731","10610"
"676","RET","ENSG00000165731","5979"
"677","LGALS8","ENSG00000116977","3964"
"678","ALDH3B1","ENSG00000006534","221"
"679","C2orf92","ENSG00000228486","728537"
"680","PRSS42P","ENSG00000178055","339906"
"681","CDC42EP3","ENSG00000163171","10602"
"682","GGT3P","ENSG00000197421","2679"
"683","CALM1","ENSG00000198668","801"
"684","TGFB1I1","ENSG00000140682","7041"
"685","REEP2","ENSG00000132563","51308"
"686","SDR39U1","ENSG00000100445","56948"
"687","FPR1","ENSG00000171051","2357"
"688","CASZ1","ENSG00000130940","54897"
"689","FABP3","ENSG00000121769","2170"
"690","ZNF541","ENSG00000118156","84215"
"691","MARCHF4","ENSG00000144583","57574"
"692","MIP","ENSG00000135517","4284"
"693","KRT16P3","ENSG00000214822","644945"
"694","STARD4","ENSG00000164211","134429"
"695","HILPDA","ENSG00000135245","29923"
"696","TRIM52-AS1","ENSG00000248275","100507602"
"697","LOC101928489","ENSG00000231652","101928489"
"698","GALNT2","ENSG00000143641","2590"
"699","PCAT19","ENSG00000267107","100505495"
"700","KRT33B","ENSG00000131738","3884"
"701","KRT33B","ENSG00000263012","3884"
"702","HID1-AS1","ENSG00000263586","102723641"
"703","LINC01128","ENSG00000228794","643837"
"704","NMT2","ENSG00000152465","9397"
"705","CLN5","ENSG00000102805","1203"
"706","H3P47","ENSG00000179101","115482706"
"707","ETS2","ENSG00000157557","2114"
"708","YPEL4","ENSG00000166793","219539"
"709","TNFRSF9","ENSG00000049249","3604"
"710","FAM126A","ENSG00000122591","84668"
"711","LINC01812","ENSG00000237013","101927701"
"712","GRHL1","ENSG00000134317","29841"
"713","LINC02119","ENSG00000248461","101929745"
"714","ROBO4","ENSG00000154133","54538"
"715","MAP4K5","ENSG00000012983","11183"
"716","CITED1","ENSG00000125931","4435"
"717","TP53I11","ENSG00000175274","9537"
"718","LOXL2","ENSG00000134013","4017"
"719","PRTFDC1","ENSG00000099256","56952"
"720","HFM1","ENSG00000162669","164045"
"721","SLC27A3","ENSG00000143554","11000"
"722","SLC27A3","ENSG00000263163","11000"
"723","DENND4B","ENSG00000198837","9909"
"724","PHTF1","ENSG00000116793","10745"
"725","PADI1","ENSG00000142623","29943"
"726","PADI1","ENSG00000281459","29943"
"727","KRTAP5-AS1","ENSG00000233930","338651"
"728","KRTAP5-AS1","ENSG00000281801","338651"
"729","KRTAP5-AS1","ENSG00000281176","338651"
"730","SLC16A6","ENSG00000108932","9120"
"731","ANGPTL2","ENSG00000136859","23452"
"732","NYAP1","ENSG00000166924","222950"
"733","UBASH3B","ENSG00000154127","84959"
"734","LINC00837","ENSG00000235824","100507605"
"735","NDC80","ENSG00000080986","10403"
"736","HHIP","ENSG00000164161","64399"
"737","TCEAL8","ENSG00000180964","90843"
"738","LIF","ENSG00000128342","3976"
"739","STUB1","ENSG00000103266","10273"
"740","GJB3","ENSG00000188910","2707"
"741","C19orf67","ENSG00000188032","646457"
"742","C19orf67","ENSG00000288239","646457"
"743","ATP6V0D1","ENSG00000159720","9114"
"744","H3P23","ENSG00000250705","115482696"
"745","PALD1","ENSG00000107719","27143"
"746","DDOST","ENSG00000244038","1650"
"747","TMEM238L","ENSG00000263429","100289255"
"748","GPRC5B","ENSG00000167191","51704"
"749","COX17","ENSG00000138495","10063"
"750","ITPKB","ENSG00000143772","3707"
"751","FSTL4","ENSG00000053108","23105"
"752","NME3","ENSG00000103024","4832"
"753","COL6A2","ENSG00000142173","1292"
"754","HMGN4","ENSG00000182952","10473"
"755","RAET1L","ENSG00000155918","154064"
"756","WNT7A","ENSG00000154764","7476"
"757","ATM","ENSG00000149311","472"
"758","CYP27C1","ENSG00000186684","339761"
"759","SRRM2-AS1","ENSG00000205913","100128788"
"760","TBC1D2","ENSG00000095383","55357"
"761","LINC01762","ENSG00000233154","101929023"
"762","TNS3","ENSG00000136205","64759"
"763","CTPS1","ENSG00000171793","1503"
"764","COL4A6","ENSG00000197565","1288"
"765","AVL9","ENSG00000105778","23080"
"766","LOC100505622","ENSG00000254887","100505622"
"767","TLN1","ENSG00000137076","7094"
"768","LRRC75B","ENSG00000178026","388886"
"769","TMEM208","ENSG00000168701","29100"
"770","TRDMT1","ENSG00000107614","1787"
"771","PRADC1","ENSG00000135617","84279"
"772","RAB6C-AS1","ENSG00000225449","100131320"
"773","CAVIN2","ENSG00000168497","8436"
"774","S100A2","ENSG00000196754","6273"
"775","RELL2","ENSG00000164620","285613"
"776","MEGF9","ENSG00000106780","1955"
"777","LPA","ENSG00000198670","4018"
"778","PPT2","ENSG00000221988","9374"
"779","PPT2","ENSG00000168452","9374"
"780","PPT2","ENSG00000227600","9374"
"781","PPT2","ENSG00000206256","9374"
"782","PPT2","ENSG00000236649","9374"
"783","PPT2","ENSG00000228116","9374"
"784","PPT2","ENSG00000231618","9374"
"785","PPT2","ENSG00000206329","9374"
"786","PROCR","ENSG00000101000","10544"
"787","ADAM33","ENSG00000149451","80332"
"788","EXTL3","ENSG00000012232","2137"
"789","CCDC121","ENSG00000176714","79635"
"790","LINC00705","ENSG00000225269","338588"
"791","KIFC2","ENSG00000167702","90990"
"792","HPSE","ENSG00000173083","10855"
"793","LARGE1","ENSG00000133424","9215"
"794","SYNE3","ENSG00000176438","161176"
"795","FOSL1","ENSG00000175592","8061"
"796","CPLX1","ENSG00000168993","10815"
"797","THEM6","ENSG00000130193","51337"
"798","BTN2A3P","ENSG00000124549","54718"
"799","AR","ENSG00000169083","367"
"800","PFKL","ENSG00000141959","5211"
"801","FLG","ENSG00000143631","2312"
"802","PI4KB","ENSG00000143393","5298"
"803","FBXL8","ENSG00000135722","55336"
"804","NRN1L","ENSG00000188038","123904"
"805","CYC1","ENSG00000179091","1537"
"806","VAV3-AS1","ENSG00000230489","100873946"
"807","EID2B","ENSG00000176401","126272"
"808","RHOU","ENSG00000116574","58480"
"809","RHOU","ENSG00000284984","58480"
"810","PIWIL4","ENSG00000134627","143689"
"811","KIAA1324","ENSG00000116299","57535"
"812","SEPTIN12","ENSG00000140623","124404"
"813","LVRN","ENSG00000172901","206338"
"814","CAMP","ENSG00000164047","820"
"815","LMO7","ENSG00000136153","4008"
"816","LOC101927884","ENSG00000231172","101927884"
"817","USP41","ENSG00000161133","373856"
"818","FILIP1L","ENSG00000168386","11259"
"819","DDX10","ENSG00000178105","1662"
"820","FASN","ENSG00000169710","2194"
"821","SGCB","ENSG00000163069","6443"
"822","KMT2C","ENSG00000055609","58508"
"823","RAB3B","ENSG00000169213","5865"
"824","IL6","ENSG00000136244","3569"
"825","SLC25A40","ENSG00000075303","55972"
"826","CRNN","ENSG00000143536","49860"
"827","RAB24","ENSG00000169228","53917"
"828","KCNS1","ENSG00000124134","3787"
"829","NR2F2-AS1","ENSG00000247809","644192"
"830","FSCN1","ENSG00000075618","6624"
"831","ADCY7","ENSG00000121281","113"
"832","TFAP2B","ENSG00000008196","7021"
"833","MARK2","ENSG00000072518","2011"
"834","PRKD3","ENSG00000115825","23683"
"835","KIRREL1","ENSG00000183853","55243"
"836","ESPN","ENSG00000187017","83715"
"837","AMDHD2","ENSG00000162066","51005"
"838","NCAPD2","ENSG00000010292","9918"
"839","CDC27","ENSG00000004897","996"
"840","PLAT","ENSG00000104368","5327"
"841","GNA14-AS1","ENSG00000231373","101927422"
"842","REEP5","ENSG00000129625","7905"
"843","MIR3150BHG","ENSG00000245080","105375650"
"844","RIN2","ENSG00000132669","54453"
"845","LYZL2","ENSG00000151033","119180"
"846","DGKB","ENSG00000136267","1607"
"847","TCTN2","ENSG00000168778","79867"
"848","HOXA10-AS","ENSG00000253187","100874323"
"849","ZNF676","ENSG00000196109","163223"
"850","ZNF676","ENSG00000276219","163223"
"851","C1GALT1C1L","ENSG00000223658","728819"
"852","GPR162","ENSG00000250510","27239"
"853","ABCC12","ENSG00000140798","94160"
"854","SYS1","ENSG00000204070","90196"
"855","ARHGEF18","ENSG00000104880","23370"
"856","ARHGEF18","ENSG00000268861","23370"
"857","TOGARAM2","ENSG00000189350","165186"
"858","CIB3","ENSG00000141977","117286"
"859","GFER","ENSG00000127554","2671"
"860","RCN3","ENSG00000142552","57333"
"861","CCNYL2","ENSG00000182632","414194"
"862","ARHGAP31-AS1","ENSG00000241155","100874246"
"863","COL1A2","ENSG00000164692","1278"
"864","MYLK","ENSG00000065534","4638"
"865","TRIP10","ENSG00000125733","9322"
"866","CASTOR1","ENSG00000239282","652968"
"867","NPIPA3","ENSG00000224712","642778"
"868","NPIPA3","ENSG00000278308","642778"
"869","RFT1","ENSG00000163933","91869"
"870","GAREM2","ENSG00000157833","150946"
"871","USP44","ENSG00000136014","84101"
"872","GRINA","ENSG00000178719","2907"
"873","PTPRR","ENSG00000153233","5801"
"874","FASTK","ENSG00000164896","10922"
"875","DHX57","ENSG00000163214","90957"
"876","KIAA0895L","ENSG00000196123","653319"
"877","HTRA3","ENSG00000170801","94031"
"878","PHYHD1","ENSG00000175287","254295"
"879","HMCN2","ENSG00000148357","256158"
"880","UBE2D1","ENSG00000072401","7321"
"881","MAML2","ENSG00000184384","84441"
"882","LAMC1-AS1","ENSG00000224468","110841583"
"883","PLXNA1","ENSG00000114554","5361"
"884","PLEKHM3","ENSG00000178385","389072"
"885","PLEKHM3","ENSG00000285005","389072"
"886","HSD11B1-AS1","ENSG00000227591","101930114"
"887","WDR20","ENSG00000140153","91833"
"888","CAMK4","ENSG00000152495","814"
"889","LAMTOR2","ENSG00000116586","28956"
"890","PNPLA7","ENSG00000130653","375775"
"891","NDUFB1","ENSG00000183648","4707"
"892","APOBEC3C","ENSG00000244509","27350"
"893","ATP6V1G1","ENSG00000136888","9550"
"894","DYNC2H1","ENSG00000187240","79659"
"895","LINC00958","ENSG00000251381","100506305"
"896","DHPS","ENSG00000095059","1725"
"897","OR2A5","ENSG00000221836","393046"
"898","OR2A5","ENSG00000284896","393046"
"899","PDXDC2P-NPIPB14P","ENSG00000196696","283970"
"900","COL18A1-AS1","ENSG00000183535","378832"
"901","ANKRD9","ENSG00000156381","122416"
"902","TIGD3","ENSG00000173825","220359"
"903","IMPDH1","ENSG00000106348","3614"
"904","CLDN6","ENSG00000184697","9074"
"905","HAGH","ENSG00000063854","3029"
"906","MIR17HG","ENSG00000215417","407975"
"907","PAM","ENSG00000145730","5066"
"908","EPB41L5","ENSG00000115109","57669"
"909","EXOSC4","ENSG00000178896","54512"
"910","GGT1","ENSG00000100031","2678"
"911","GGT1","ENSG00000286070","2678"
"912","EMC1","ENSG00000127463","23065"
"913","RHPN1","ENSG00000158106","114822"
"914","IL12B","ENSG00000113302","3593"
"915","UQCRHL","ENSG00000233954","440567"
"916","CDKN1C","ENSG00000129757","1028"
"917","CDKN1C","ENSG00000273707","1028"
"918","DCBLD1","ENSG00000164465","285761"
"919","TRPC1","ENSG00000144935","7220"
"920","PYGO2","ENSG00000163348","90780"
"921","CBX4","ENSG00000141582","8535"
"922","TCTE1","ENSG00000146221","202500"
"923","POLR3K","ENSG00000161980","51728"
"924","PHF14","ENSG00000106443","9678"
"925","ND1","ENSG00000198888","4535"
"926","RTN4","ENSG00000115310","57142"
"927","TRAT1","ENSG00000163519","50852"
"928","BRWD1","ENSG00000185658","54014"
"929","KLHL35","ENSG00000149243","283212"
"930","SAR1B","ENSG00000152700","51128"
"931","NFE2","ENSG00000123405","4778"
"932","PITPNC1","ENSG00000154217","26207"
"933","CCDC190","ENSG00000185860","339512"
"934","ITPRIPL1","ENSG00000198885","150771"
"935","NDUFAB1","ENSG00000004779","4706"
"936","GACAT2","ENSG00000265962","100287082"
"937","HOXA9","ENSG00000078399","3205"
"938","SECISBP2L","ENSG00000138593","9728"
"939","MRI1","ENSG00000037757","84245"
"940","PIK3R3","ENSG00000117461","8503"
"941","BLNK","ENSG00000095585","29760"
"942","ARSK","ENSG00000164291","153642"
"943","SPOCK3","ENSG00000196104","50859"
"944","BCHE","ENSG00000114200","590"
"945","ATG16L1","ENSG00000085978","55054"
"946","ATG16L1","ENSG00000281089","55054"
"947","NOTUM","ENSG00000185269","147111"
"948","PKN2","ENSG00000065243","5586"
"949","GMIP","ENSG00000089639","51291"
"950","ITGA5","ENSG00000161638","3678"
"951","ATP5PF","ENSG00000154723","522"
"952","GLRX2","ENSG00000023572","51022"
"953","CCDC125","ENSG00000183323","202243"
"954","CCDC125","ENSG00000277868","202243"
"955","MTX1","ENSG00000173171","4580"
"956","CSTF3-DT","ENSG00000247151","338739"
"957","STARD9","ENSG00000159433","57519"
"958","IGSF5","ENSG00000183067","150084"
"959","EBI3","ENSG00000105246","10148"
"960","CENPX","ENSG00000169689","201254"
"961","SLC30A1","ENSG00000170385","7779"
"962","ACTN4","ENSG00000130402","81"
"963","ACTN4","ENSG00000282844","81"
"964","MAZ","ENSG00000103495","4150"
"965","DNAJC17","ENSG00000104129","55192"
"966","NXPH1","ENSG00000122584","30010"
"967","PLAC8","ENSG00000145287","51316"
"968","DCXR","ENSG00000169738","51181"
"969","CES4A","ENSG00000172824","283848"
"970","ACAP3","ENSG00000131584","116983"
"971","COTL1","ENSG00000103187","23406"
"972","APOC1P1","ENSG00000214855","342"
"973","LINC00599","ENSG00000253230","157627"
"974","FBXO27","ENSG00000161243","126433"
"975","FBXO27","ENSG00000283021","126433"
"976","ERP44","ENSG00000023318","23071"
"977","SHARPIN","ENSG00000179526","81858"
"978","NPTX1","ENSG00000171246","4884"
"979","ZCCHC2","ENSG00000141664","54877"
"980","SLX1A","ENSG00000132207","548593"
"981","PLAUR","ENSG00000011422","5329"
"982","MZF1-AS1","ENSG00000267858","100131691"
"983","COMTD1","ENSG00000165644","118881"
"984","ARL10","ENSG00000175414","285598"
"985","TPM2","ENSG00000198467","7169"
"986","CASC18","ENSG00000257859","101929110"
"987","TMEM52B","ENSG00000165685","120939"
"988","MTNR1A","ENSG00000168412","4543"
"989","SMAP2","ENSG00000084070","64744"
"990","VPS26C","ENSG00000157538","10311"
"991","LINC00939","ENSG00000249267","400084"
"992","LOC285095","ENSG00000216921","285095"
"993","LRRC2","ENSG00000163827","79442"
"994","SLC16A1","ENSG00000155380","6566"
"995","SLC16A1","ENSG00000281917","6566"
"996","GPC1","ENSG00000063660","2817"
"997","PRCP","ENSG00000137509","5547"
"998","LMO7-AS1","ENSG00000261105","101927155"
"999","RELL1","ENSG00000181826","768211"
"1000","CFAP54","ENSG00000188596","144535"
"1001","ARHGEF1","ENSG00000076928","9138"
"1002","CCDC177","ENSG00000267909","56936"
"1003","SLC1A4","ENSG00000115902","6509"
"1004","PIP5K1B","ENSG00000107242","8395"
"1005","COP1","ENSG00000143207","64326"
"1006","ITGBL1","ENSG00000198542","9358"
"1007","ATP5MPL","ENSG00000156411","9556"
"1008","BOLA1","ENSG00000178096","51027"
"1009","PREB","ENSG00000138073","10113"
"1010","DHRS13","ENSG00000167536","147015"
"1011","FAM20A","ENSG00000108950","54757"
"1012","ALDH3B2","ENSG00000132746","222"
"1013","LINC01087","ENSG00000224559","101927994"
"1014","BRWD1-AS2","ENSG00000255568","103091865"
"1015","FAM153A","ENSG00000170074","285596"
"1016","MGRN1","ENSG00000102858","23295"
"1017","SLC2A10","ENSG00000197496","81031"
"1018","ANXA1","ENSG00000135046","301"
"1019","UVSSA","ENSG00000163945","57654"
"1020","EPHA5","ENSG00000145242","2044"
"1021","ADAMTS14","ENSG00000138316","140766"
"1022","COL4A1","ENSG00000187498","1282"
"1023","MS4A7","ENSG00000166927","58475"
"1024","LOC105371824","ENSG00000250286","105371824"
"1025","AGPAT4","ENSG00000026652","56895"
"1026","ALDH6A1","ENSG00000119711","4329"
"1027","CCDC183","ENSG00000213213","84960"
"1028","PSKH1","ENSG00000159792","5681"
"1029","ACTR6","ENSG00000075089","64431"
"1030","CLDN8","ENSG00000156284","9073"
"1031","IL17REL","ENSG00000188263","400935"
"1032","MBD6","ENSG00000166987","114785"
"1033","MOK","ENSG00000080823","5891"
"1034","SNHG26","ENSG00000228649","109729180"
"1035","BCL2L2","ENSG00000129473","599"
"1036","LIN28B","ENSG00000187772","389421"
"1037","WTIP","ENSG00000142279","126374"
"1038","LOC651337","ENSG00000255585","651337"
"1039","CAV3","ENSG00000182533","859"
"1040","COX6B2","ENSG00000160471","125965"
"1041","ATP6V0B","ENSG00000117410","533"
"1042","FAM161A","ENSG00000170264","84140"
"1043","REPIN1","ENSG00000214022","29803"
"1044","SMIM22","ENSG00000267795","440335"
"1045","ANXA2","ENSG00000182718","302"
"1046","CIT","ENSG00000122966","11113"
"1047","FAM153B","ENSG00000182230","202134"
"1048","SPOPL","ENSG00000144228","339745"
"1049","LOC101927708","ENSG00000255367","101927708"
"1050","CPNE6","ENSG00000100884","9362"
"1051","CPNE6","ENSG00000285221","9362"
"1052","AKR7A3","ENSG00000162482","22977"
"1053","LRP1","ENSG00000123384","4035"
"1054","CNNM4","ENSG00000158158","26504"
"1055","ARRDC1","ENSG00000197070","92714"
"1056","NUDT16L1","ENSG00000168101","84309"
"1057","LRRC2-AS1","ENSG00000268324","83598"
"1058","SOCS5","ENSG00000171150","9655"
"1059","NEXMIF","ENSG00000050030","340533"
"1060","DGKQ","ENSG00000145214","1609"
"1061","MRPL34","ENSG00000130312","64981"
"1062","PLPP1","ENSG00000067113","8611"
"1063","CLCF1","ENSG00000175505","23529"
"1064","CAPG","ENSG00000042493","822"
"1065","OLR1","ENSG00000173391","4973"
"1066","NXN","ENSG00000167693","64359"
"1067","NXN","ENSG00000280563","64359"
"1068","NXN","ENSG00000281300","64359"
"1069","JAZF1","ENSG00000153814","221895"
"1070","TCF7","ENSG00000081059","6932"
"1071","CDK5RAP1","ENSG00000101391","51654"
"1072","IL6R-AS1","ENSG00000228013","101928101"
"1073","NLRP9","ENSG00000185792","338321"
"1074","AQP5","ENSG00000161798","362"
"1075","NPAS1","ENSG00000130751","4861"
"1076","DENND11","ENSG00000257093","57189"
"1077","DENND11","ENSG00000262599","57189"
"1078","BCL11A","ENSG00000119866","53335"
"1079","LOC101927839","ENSG00000225084","101927839"
"1080","PRL","ENSG00000172179","5617"
"1081","NDUFA3","ENSG00000170906","4696"
"1082","NDUFA3","ENSG00000276061","4696"
"1083","NDUFA3","ENSG00000273642","4696"
"1084","NDUFA3","ENSG00000276220","4696"
"1085","NDUFA3","ENSG00000275605","4696"
"1086","NDUFA3","ENSG00000275724","4696"
"1087","NDUFA3","ENSG00000277722","4696"
"1088","NDUFA3","ENSG00000278365","4696"
"1089","NDUFA3","ENSG00000274359","4696"
"1090","NDUFA3","ENSG00000276766","4696"
"1091","NDUFV3","ENSG00000160194","4731"
"1092","PDF","ENSG00000258429","64146"
"1093","LINC02617","ENSG00000256288","113523642"
"1094","TNNC1","ENSG00000114854","7134"
"1095","TRIO","ENSG00000038382","7204"
"1096","D2HGDH","ENSG00000180902","728294"
"1097","FSTL3","ENSG00000070404","10272"
"1098","RAMP2","ENSG00000131477","10266"
"1099","SLC9A3R1","ENSG00000109062","9368"
